"Product ID";Image;Nom;Référence;Catégorie;"Montant HT";"Montant TTC";Quantité
4931;https://www.mediavision.tn/img/p/2/9/0/1/0/29010-small_default.jpg;"Pc Portable LENOVO LOQ 15IAX9E  i5 12ème Gén.-16Go - 512Go SSD - RTX 2050";83LK006SFG;"Pc Portable";2495.000000;2 495,000 TND;98
