id_product;reference;name;description_short;meta_description
3735;FX-89WE2;"Tableau Blanc Interactif Hitachi STARBOARD FX-89WE 89''";"<p><strong>Tableau Blanc Interactif </strong><b>StarBoard FX-89WE2</b></p>
<p>- Ecran: <span style=""color:#2445a2;""><strong>89"" Tactile multi-touch</strong></span><br />- Format: <span style=""color:#ff6600;""><strong>16:10</strong></span><br />- Taille d'écran effective en Po:<span style=""color:#2445a2;""><b>1962 (W) x 1225 (H)</b></span><br />- Système de détection d'ombrage de <span style=""color:#d0121a;""><strong>rayon infrarouge</strong></span><br />- Profondeur de couleur d'affichage:<span style=""color:#2445a2;""><strong> 32 bits ou plus</strong></span><br />- Interface: <span style=""color:#ff6600;""><strong>USB 1.1, USB 2.0</strong></span><br />- Matériau de surface:<span style=""color:#2445a2;""><strong> Polyester haute densité (noyau), acier (surface)</strong></span><br />- Systèmes d'exploitation pris en Charge: <span><strong>Windows, MAC, Linux</strong></span><br />- Poids Net:<span style=""color:#2445a2;""><strong> 24 kg<br /></strong></span><strong style=""color:rgb(36,69,162);"">-</strong><span style=""color:#000000;"">Garantie</span><strong style=""color:rgb(36,69,162);""><span style=""color:#000000;"">:</span></strong><span style=""color:rgb(36,69,162);""> </span><span style=""color:#000000;""><strong>1an</strong></span></p>";"Tableau Blanc Interactif Hitachi STARBOARD FX-89WE 89''-Tunisie-Sousse au meilleur prix en Tunisie chez mediavision.tn ✓ Commandez en ligne ✓ Livraison à domicile rapide ✓Payez à la livraison"
